0,0.0845869431755,6
1,0.0611587469061,12
2,0.0879957925115,1
3,0.0738069200768,14
4,0.0075107855987,22
5,0.00624767329434,23
6,0.0832701315083,3
7,0.0446993208058,8
8,0.0337293728094,16
9,0.0690701999766,15
10,0.0733187804533,2
11,0.0845869431755,4
12,9.03073742315e-05,28
13,0.0552972369687,11
14,5.26266909046e-05,29
15,0.000720939773043,25
16,0.0678516507643,10
17,7.50910609421e-06,30
18,0.0804705548228,7
19,0.000681889996501,24
20,0.0798339607217,9
21,0.0260653828333,17
22,0.000890272472522,19
23,0.0819362988207,5
24,0.0013336560492,26
25,0.000645317792018,27
26,0.0170803636557,18
27,0.00218275062837,21
28,0.0504002403116,13
29,0.010084970217,20
